"rules","support","confidence","lift","count"
"{CYBERPOWER Gamer Desktop,Dell Desktop,Lenovo Desktop Computer} => {iMac}",0.00559227249618709,0.55,2.14737991266376,55
"{Apple Magic Keyboard,ViewSonic Monitor} => {iMac}",0.00955770208439248,0.549707602339181,2.14623829654857,94
"{CYBERPOWER Gamer Desktop,LG Monitor} => {iMac}",0.00620233858668022,0.54954954954955,2.14562120675658,61
"{Acer Desktop,Dell Desktop,HP Laptop} => {iMac}",0.00681240467717336,0.549180327868853,2.14417964453758,67
"{Logitech 3-button Mouse,ViewSonic Monitor} => {iMac}",0.00569395017793594,0.549019607843137,2.14355214098343,56
"{Apple Magic Keyboard,HP Laptop,Lenovo Desktop Computer} => {iMac}",0.0057956278596848,0.548076923076923,2.13987159129081,57
"{Brother Printer,HP Laptop} => {iMac}",0.00528723945094052,0.547368421052632,2.13710536762709,52
"{AOC Monitor,Dell Desktop} => {iMac}",0.00599898322318251,0.546296296296296,2.13291944187141,59
"{Epson Printer,HP Laptop} => {iMac}",0.00976105744789019,0.545454545454545,2.12963297123678,96
"{Acer Desktop,ViewSonic Monitor} => {iMac}",0.0100660904931368,0.543956043956044,2.12378233120591,99
"{Acer Monitor,Lenovo Desktop Computer} => {iMac}",0.00650737163192679,0.542372881355932,2.11760114654053,64
"{Intel Desktop,Lenovo Desktop Computer} => {iMac}",0.00711743772241993,0.538461538461538,2.10232998442605,70
"{Belkin Mouse Pad,CYBERPOWER Gamer Desktop} => {iMac}",0.00793085917641078,0.537931034482759,2.10025872335765,78
"{Acer Monitor,Dell Desktop} => {iMac}",0.00650737163192679,0.53781512605042,2.09980617892254,64
"{Apple Magic Keyboard,CYBERPOWER Gamer Desktop} => {iMac}",0.00782918149466192,0.534722222222222,2.08773047064532,77
"{ASUS Desktop,HP Laptop} => {iMac}",0.00569395017793594,0.533333333333333,2.08230779409819,56
"{Lenovo Desktop Computer,Microsoft Office Home and Student 2016} => {iMac}",0.00894763599389934,0.533333333333333,2.08230779409819,88
"{Acer Desktop,Lenovo Desktop Computer} => {iMac}",0.0123029994916116,0.530701754385965,2.07203324906152,121
"{CYBERPOWER Gamer Desktop,Dell Desktop,HP Laptop} => {iMac}",0.00528723945094052,0.530612244897959,2.07168377474054,52
"{Dell Desktop,Samsung Monitor} => {iMac}",0.00894763599389934,0.530120481927711,2.06976377124217,88
"{Acer Aspire,Microsoft Office Home and Student 2016} => {iMac}",0.00569395017793594,0.528301886792453,2.06266338094632,56
"{CYBERPOWER Gamer Desktop,ViewSonic Monitor} => {iMac}",0.0128113879003559,0.527196652719665,2.05834818558869,126
"{Apple MacBook Pro,Microsoft Office Home and Student 2016} => {iMac}",0.00508388408744281,0.526315789473684,2.05490900733374,50
"{Epson Printer,ViewSonic Monitor} => {iMac}",0.00620233858668022,0.525862068965517,2.05313753405155,61
"{Dell Desktop,iPad Pro} => {iMac}",0.00660904931367565,0.524193548387097,2.04662308391707,65
"{Smart Light Bulb} => {iMac}",0.00925266903914591,0.522988505747126,2.04191820326439,91
"{Acer Aspire,ViewSonic Monitor} => {iMac}",0.00935434672089476,0.522727272727273,2.04089826410192,92
"{Etekcity Power Extension Cord Cable,HP Laptop} => {iMac}",0.00538891713268937,0.519607843137255,2.0287189905736,53
"{3-Button Mouse,Lenovo Desktop Computer} => {iMac}",0.00945602440264362,0.519553072625698,2.02850514858029,93
"{CYBERPOWER Gamer Desktop,HP Laptop,ViewSonic Monitor} => {iMac}",0.00630401626842908,0.516666666666667,2.01723567553262,62
"{Samsung Monitor,ViewSonic Monitor} => {iMac}",0.00793085917641078,0.516556291390728,2.01680473435007,78
"{Apple Magic Keyboard,Lenovo Desktop Computer} => {iMac}",0.0113879003558719,0.516129032258065,2.01513657493373,112
"{Dell Laptop,Lenovo Desktop Computer} => {iMac}",0.0074224707676665,0.514084507042254,2.00715407969852,73
"{3-Button Mouse,ViewSonic Monitor} => {iMac}",0.00569395017793594,0.513761467889908,2.00589282917715,56
"{ASUS Chromebook,Lenovo Desktop Computer} => {iMac}",0.00620233858668022,0.512605042016807,2.00137776428555,61
"{Dell Desktop,Logitech 3-button Mouse} => {iMac}",0.00681240467717336,0.511450381679389,1.99686959262278,67
"{Dell Desktop,Dell Laptop} => {iMac}",0.00681240467717336,0.511450381679389,1.99686959262278,67
"{Acer Desktop,HP Laptop} => {iMac}",0.0159633960345704,0.511400651465798,1.99667542960148,157
"{Apple Magic Keyboard,HP Laptop} => {iMac}",0.0147432638535841,0.51056338028169,1.99340644901565,145
"{Backlit LED Gaming Keyboard,ViewSonic Monitor} => {iMac}",0.00589730554143366,0.508771929824561,1.98641204042261,58
"{Dell Desktop,Lenovo Desktop Computer} => {iMac}",0.0186070157600407,0.506925207756233,1.97920183337934,183
"{Apple Wireless Keyboard,Lenovo Desktop Computer} => {iMac}",0.00630401626842908,0.504065040650406,1.96803480539768,62
"{3-Button Mouse,Dell Desktop} => {iMac}",0.00884595831215048,0.502890173410405,1.96344773937726,87
"{HP Laptop,HP Monitor} => {iMac}",0.010574478901881,0.502415458937198,1.96159429878815,104
"{Dell 2 Desktop,HP Laptop} => {iMac}",0.00518556176919166,0.5,1.95216355696705,51
"{Computer Game,ViewSonic Monitor} => {iMac}",0.00599898322318251,0.5,1.95216355696705,59
"{CYBERPOWER Gamer Desktop,Epson Printer} => {iMac}",0.00508388408744281,0.5,1.95216355696705,50
"{ASUS Chromebook,CYBERPOWER Gamer Desktop} => {iMac}",0.00681240467717336,0.5,1.95216355696705,67
"{iPad Pro,ViewSonic Monitor} => {iMac}",0.00508388408744281,0.5,1.95216355696705,50
"{LG Monitor,ViewSonic Monitor} => {iMac}",0.00691408235892222,0.5,1.95216355696705,68
"{Acer Monitor,ViewSonic Monitor} => {iMac}",0.00518556176919166,0.5,1.95216355696705,51
"{HP Laptop,Logitech 3-button Mouse} => {iMac}",0.00935434672089476,0.5,1.95216355696705,92
"{HP Laptop,Lenovo Desktop Computer} => {iMac}",0.0230808337569903,0.5,1.95216355696705,227
"{CYBERPOWER Gamer Desktop,HP Laptop,Lenovo Desktop Computer} => {iMac}",0.00599898322318251,0.5,1.95216355696705,59
